"itemId","itemName","itemType","itemCategory","total","totalRevenue","totalSold","totalLeft","transDate"
"ser289905f0afd","1000","POS","N/A",1000,100,6,1,"2022-12-16T06:31:07.097Z"
"ser289905f0afd","1000","POS","N/A",1000,100,6,1,"2022-12-07T06:40:13.880Z"
"ser289905f0afd","1000","POS","N/A",23000,300,6,1,"2022-12-07T05:19:19.122Z"
"ser289905f0afd","1000","POS","N/A",11000,200,6,1,"2022-12-07T05:11:27.807Z"
